USDOT,Company Name,Operating status,DBA,Entity type,Operations,Classification,Docket #,DUNS #,SCAC,MCS-150 form date,MCS-150 Mileage/Year,Business address,Phone,Fax,Email,Web,Mailing address,Representative,Power units,Autonomous units,Electric units,Drivers,SmartWay,CARB TRU
3774,GENUINE PARTS COMPANY,AUTHORIZED FOR PROPERTY,NAPA RAYLOC RMDS QUAKER CITY MOTOR PARTS GLOBAL PARTS,Carrier Shipper,Interstate,Authorized For Hire Private Property DISTRIBUTO,MC168488,,,09/03/2019,"14,750,000 (2017)","2704 BOULDERCREST RD ATLANTA, GA 30316",(404) 243-1430,(404) 243-6734,laquita_donald@genpt.com,www.genpt.com,"2999 WILDWOOD PARKWAY ATLANTA, GA 30339",TOM GALLAGHER PAUL DONAHUE,194,,,147,Not a,Not 100% compliant
130636,HAMMOND LUMBER COMPANY,ACTIVE,,Carrier,Interstate,Private Property,,1110360,,02/20/2019,"4,948,851 (2019)","2 HAMMOND DRIVE BELGRADE, ME 04917",(207) 495-1213,(207) 495-2304,anbickford@hammondlumber.com,,"PO BOX 500 BELGRADE, ME 04917-0500",ANGELA BICKFORD MICHAEL HAMMOND,194,,,113,Not a,Not 100% compliant
268239,PRO TRANSPORT AND LEASING INC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire,MC180342,131549115,,05/04/2020,"18,661,844 (2018)","728 RED DOT PLACE GRAND FORKS, ND 58203",(701) 775-5346,(701) 775-5358,rick@protransport.net,,"728 RED DOT PLACE GRAND FORKS, ND 58203",RICK OLSON MARK BAKKEN,194,,,182,,Not 100% compliant
657375,AMERICA'S SERVICE LINE LLC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire,MC308633,,,03/06/2019,"18,442,373 (2018)","1814 ELIZABETH STREET GREEN BAY, WI 54302",(920) 430-8427,(920) 593-2189,lthompson@americanfoodsgroup.com,,"1814 ELIZABETH STREET GREEN BAY, WI 54302",SCOTT WILLERT GREG GMEINDER,194,,,214,,Not 100% compliant
691616,NORTH SKY COMMUNICATIONS LLC,ACTIVE,,Carrier,Interstate,Private Property,,,,05/21/2020,"2,593,271 (2019)","16701 SE MCGILLIVRAY BLVD STE 200 VANCOUVER, WA 98683",(360) 254-6920,(503) 682-9175,ptompkins@northskycomm.com,,"16701SEMCGILLIVRAYBLVDSTE200 VANCOUVER, WA 98683",ROD KUENZI,194,,,214,Not a,Not 100% compliant
827618,ASRC ENERGY SERVICES,ACTIVE,AES HOUSTON CONTRACTING COMPANY INC,Carrier,Intrastate Non-Hazmat,Private Property Private Passengers (Business),,175476175,,07/29/2019,"1,015,000 (2018)","3900 C STREET SUITE 602 ANCHORAGE, AK 99503",(907) 339-6424,(907) 339-6445,terry.howard@asrcenergy.com,www.asrcenergy.com/,"3900 C STREET SUITE 701 ANCHORAGE, AK 99503",TERRY HOWARD,194,,,130,Not a,Not 100% compliant
49069,WINKLE BUS COMPANY INC,AUTHORIZED FOR PASSENGER,,Carrier,Interstate,Authorized For Hire Private Passengers (Business) SCHOOL BUS,MC169615,143940190,,10/03/2018,"1,985,000 (2017)","815 DERBY MILFORD ROAD ORANGE, CT 06477",(203) 795-3112,(203) 795-3110,milfordwinklebus@aol.com,,"815 DERBY MILFORD ROAD ORANGE, CT 06477",LAURIE WINKLE CRAIG J WINKLE,195,,,75,Not a,Not 100% compliant
145556,WESTERN DISTRIBUTING COMPANY,AUTHORIZED FOR PROPERTY,WESTERN DISTRIBUTING TRANSPORTATION CORP,Carrier Broker,Interstate,Authorized For Hire,MC142969,32036741,,05/19/2020,"19,368,327 (2019)","6655 N YORK ST DENVER, CO 80229",(303) 292-1626,(303) 292-1735,,wdtc.net,"6655 N YORK ST DENVER, CO 80229",MARTY GARCIA,195,,,204,,Not 100% compliant
156451,HOTARD COACHES INC,AUTHORIZED FOR PASSENGER,,Carrier,Interstate,Authorized For Hire,MC143881,20871828,,01/20/2020,"7,388,484 (2019)","2838 TOURO ST NEW ORLEANS, LA 70122",(504) 942-5702,(504) 944-8650,allenr@hotard.com,,"2838 TOURO ST NEW ORLEANS, LA 70122-3641",CALLEN HOTARD ALLEN ROSS,195,,,240,Not a,Not 100% compliant
224683,QUEEN CITY TRANSPORTATION LLC,AUTHORIZED FOR PASSENGER,QUEEN CITY TRANSPORTATION,Carrier,Interstate,Authorized For Hire,MC163846,101491108,,06/05/2020,"2,620,000 (2019)","211 TOWNSHIP AVE CINCINNATI, OH 45216",(513) 941-8700,(513) 941-2498,michelle.simon@nellc.com,,"2601 NAVISTAR DRIVE LISLE, IL 60532",JUDITH CRAWFORD GARY WAITS,195,,,146,Not a,Not 100% compliant
313015,IOWA MOTOR TRUCK TRANSPORT INC,AUTHORIZED FOR PROPERTY,IMT TRANSPORT,Carrier,Interstate,Authorized For Hire,MC197007,929850709,,06/18/2019,"13,672,344 (2018)","365 COTTONWOOD DRIVE GARNER, IA 50438",(800) 666-0477,(641) 923-2198,jeremy@imttrans.com,,"PO BOX 38 GARNER, IA 50438",JEREMY GOUGE PETER GOUGE,195,,,186,Not a,Not 100% compliant
339315,ALL SERVICES LEASING INC,ACTIVE,,Carrier,Interstate,Private Property,,361925597,,06/27/2019,2 (2018),"860 SICKLERVILLE ROAD WILLIAMSTOWN, NJ 08094",(856) 875-1200,(856) 875-5668,nsingh@asltrans.com,,"P O BOX 560 WILLIAMSTOWN, NJ 08094-0560",JAMES DONNELLY JR,195,,,2,Not a,Not 100% compliant
343216,GUDENKAUF CORPORATION,ACTIVE,,Carrier,Interstate,Private Property,,81308827,,12/21/2018,"220,000 (2017)","2679 MCKINLEY AVENUE COLUMBUS, OH 43204",(614) 488-1776,(614) 488-2723,laduncan@gudenkauf.com,,"2679 MCKINLEY AVENUE COLUMBUS, OH 43204",JEFFREY B. GUDENKAUF,195,,,235,Not a,Not 100% compliant
351560,MIKE LOWRIE TRUCKING INC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire Exempt For Hire,MC888387,,,10/31/2019,"16,750,000 (2018)","7134 TREMONT ROAD DIXON, CA 95620",(707) 678-3018,(707) 678-3018,lowrietrkg@aol.com,,"PO BOX 207 DIXON, CA 95620",MIKE LOWRIE JOSH LOWRIE,195,,,171,Not a,Not 100% compliant
527990,BOOKER TRANSPORTATION SERVICES INC,AUTHORIZED FOR PROPERTY,BOOKER TRANS,Carrier,Interstate,Authorized For Hire,MC265154,,,05/15/2020,"16,575,000 (2019)","4250 E LOOP 335 N AMARILLO, TX 79108-5643",(806) 335-3330,(806) 478-0245,careym@bookertrans.com,,"4250 E LOOP 335 N AMARILLO, TX 79108-5643",DENIS COWLEY RICHARD SCHILLING / SECRETARY,195,,,195,,100% COMPLIANT
543976,BARDON INC,ACTIVE,AGGREGATE INDUSTRIES - MAR - LAFARGE MID-ATLANTIC LLC,Carrier,Interstate,Private Property,,,,03/11/2020,"327,755 (2018)","6401 GOLDEN TRIANGLE DRIVE SUITE 400 GREENBELT, MD 20770",(301) 323-3967,,kimberly.sikalis@aggregate-us.com,,"6401 GOLDEN TRIANGLE DRIVE GREENBELT, MD 20770",BRANDON ECHARD KIMBERLY MALCOLM,195,,,205,Not a,Not 100% compliant
734017,CANNON EXPRESS INC,NOT AUTHORIZED,,Carrier,Interstate,Authorized For Hire,MC335340 FF20105,969534130,,09/14/2018,"17,212,260 (2018)","5290 OLD DIXIE HWY FOREST PARK, GA 30297",(770) 323-3377,,mark@cannonexpress.net,,"5290 OLD DIXIE HWY FOREST PARK, GA 30297",ROBERT M SMITH,195,,,220,Not a,Not 100% compliant
900171,PK CONTRACTING INC,ACTIVE,,Carrier,Interstate,Private Property,,101557932,,01/17/2019,"2,389,720 (2018)","1965 BARRETT TROY, MI 48084-5372",(248) 362-2130,(248) 404-9543,tom@pkcontracting.com,,"1965 BARRETT TROY, MI 48084-5372",CHRISTOPHER M. SHEA JAMES P. SHEA,195,,,139,Not a,Not 100% compliant
219598,"NILES TALLENT TRUCKING CO., INC.",NONE,,,,,MC196114,,,,,8599 REEPS GROVE CHURCH RD VALE NC 28168,(704) 276-1264,,,,,,,,,,Not a,Not 100% compliant
7527,THE POTOMAC EDISON COMPANY,ACTIVE,POTOMAC EDISON A FIRSTENERGY COMPANY,Carrier Shipper,Interstate,Private Property,,43381565,,03/26/2020,"2,553,000 (2019)","10802 BOWER AVENUE WILLIAMSPORT, MD 21795",(216) 295-5034,(330) 777-6512,callenj@firstenergycorp.com,www.firstenergycorp.com,"1910 W MARKET ST FAIR-1 FLEET AKRON, OH 44313",MARY SWANN,196,,,235,Not a,Not 100% compliant
30237,TALON LOGISTICS INC,AUTHORIZED FOR PROPERTY,,Carrier Broker,Interstate,Authorized For Hire,MC297936,,,01/24/2019,"16,192,364 (2018)","101 KAPPA DRIVE PITTSBURGH, PA 15238",(412) 963-5937,,robert.losekamp@gianteagle.com,,"101 KAPPA DRIVE PITTSBURGH, PA 15238",ANN-MARIE DAUGHERTY JOSEPH HURLEY,196,,,393,Not a,Not 100% compliant
156881,UPSTAGING INC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire,MC177822,74379413,,03/31/2020,"10,290,000 (2019)","821 PARK AVENUE SYCAMORE, IL 60178",(815) 899-9888,(815) 899-9645,pmaggio@upstaging.com,,"821 PARK AVENUE SYCAMORE, IL 60178",CAROL KALETA PETER MAGGIO,196,,,150,Not a,Not 100% compliant
172279,MOUNTAIN VALLEY EXPRESS CO INC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire,MC147640,601399,,03/05/2020,"12,000,000 (2018)","1019 BESSEMER AVE MANTECA, CA 95336",(209) 823-2168,(209) 823-2104,safety@mtnvly.com,,"P O BOX 2569 MANTECA, CA 95336",TONY HUDDLESTON AARON SCHULTE,196,,,238,Not a,Not 100% compliant
231407,JH WALKER INC,AUTHORIZED FOR PROPERTY,J H WALKER TRUCKING,Carrier Broker,Interstate,Authorized For Hire,MC168053,84961754,,04/15/2020,"7,319,748 (2019)","11404 HEMPSTEAD RD HOUSTON, TX 77092",(713) 688-8400,(713) 686-3017,admin@jhwalkertrucking.com,,"P O BOX 19771 HOUSTON, TX 77224",JOHN H. WALKER RUSSELL WATSON,196,,,204,Not a,Not 100% compliant
232773,SET ENVIRONMENTAL INC,AUTHORIZED FOR PROPERTY,,Carrier Shipper Cargo Tank,Interstate,Authorized For Hire,MC180512,98979297,,03/19/2019,"6,032,628 (2018)","450 SUMAC ROAD WHEELING, IL 60090",(847) 537-9221,(847) 537-2510,stevep@setenv.com,www.setenv.com,"450 SUMAC ROAD WHEELING, IL 60090",JOEL TAMELING CHAD TAMELING,196,,,236,Not a,Not 100% compliant
501838,S P & R TRANSPORTATION OF NH INC,NOT AUTHORIZED,,Carrier,Intrastate Non-Hazmat,Authorized For Hire Private Passengers (Non-business),MC220578,,,07/02/2013,"850,000 (2012)","210 DONAHUE ROAD DRACUT, MA 01826",(978) 674-0013,(978) 674-0015,,,"210 DONAHUE ROAD DRACUT, MA 01826",WILLIAM COVALUCCI,196,,,300,Not a,Not 100% compliant
605366,USA HAULING & RECYCLING INC,ACTIVE,USA HAULING & RECYCLING,Carrier,Interstate,Private Property,,,,07/01/2019,"4,213,680 (2018)","16 SHOHAM RD EAST WINDSOR, CT 06082",(860) 746-3249,(860) 627-1429,,,"15 MULLEN ROAD ENFIELD, CT 06082",FRANK ANTONACCI GERALD ANTONACCI,196,,,152,Not a,Not 100% compliant
682551,AMERICAN PROCUREMENT AND LOGISTICS COMPANY LLC,AUTHORIZED FOR PROPERTY,APLC,Carrier,Interstate,Authorized For Hire,MC304492,,,07/24/2019,"15,344,883 (2018)","250 PARK CENTER BLVD BOISE, ID 83726",(208) 395-4128,(208) 395-5150,tim.burke@safeway.com,,"250 PARK CENTER BLVD BOISE, ID 83726",TIM BURKE,196,,,405,Not a,Not 100% compliant
713153,ADMIRAL BEVERAGE CORPORATION,AUTHORIZED FOR PROPERTY,OLD FAITHFUL BEVERAGES & ABC NEW MEXICO,Carrier,Interstate,Authorized For Hire Private Property,MC734264,,,03/24/2020,"3,430,045 (2018)","821 PULLIAM WORLAND, WY 82401",(307) 347-4201,(307) 347-3571,gvenable@admiralbeverage.com,www.admiralbeverage.com,"PO BOX 726 WORLAND, WY 82401",FORREST KELLY CLAY THOMAS TAYLOR,196,,,238,Not a,Not 100% compliant
854037,ITS LOGISTICS LLC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire,MC378268,1379804,,01/24/2019,"24,559,000 (2018)","555 VISTA BLVD SPARKS, NV 89434",(775) 358-5300,(888) 283-0146,rholben@its4logistics.com,,"555 VISTA BLVD SPARKS, NV 89434",JAMIE LAWSON SCOTT PRUNEAU,196,,,275,,Not 100% compliant
874051,BEACON TRANSPORT LLC,AUTHORIZED FOR PROPERTY,BEACON TRANSPORT,Carrier,Interstate,Authorized For Hire,MC382721,20507559,,11/07/2019,"18,505,687 (2019)","451 MASON RD LA VERGNE, TN 37086",(615) 471-5700,(615) 471-5701,denise.coleman@beacontransport.net,,"P O BOX 40972 NASHVILLE, TN 37204",THOMAS S PRITCHETT,196,,,177,,Not 100% compliant
890682,ANDERSEN DISTRIBUTION INC,AUTHORIZED FOR PROPERTY,ANDERSEN LOGISTICS,Carrier,Interstate,Authorized For Hire Private Property,MC439333,,,03/25/2020,"11,675,314 (2019)","551 NORTH MAIN STREET BAYPORT, MN 55003-1096",(651) 264-5612,(651) 351-3583,mtanke@andersencorp.com,,"100 FOURTH AVENUE NORTH BAYPORT, MN 55003-1096",MARK HAMMEL MIKE THOMPSON,196,,,194,,Not 100% compliant
988991,GRAY & SON INC,ACTIVE,,Carrier,Interstate,Private Property,,3423803,,02/10/2020,"5,000,000 (2019)","430 WEST PADONIA ROAD TIMONIUM, MD 21093",,(410) 771-4031,dwimer@graynson.com,www.graynson.com,"430 WEST PADONIA ROAD TIMONIUM, MD 21093",ROBERT F WEBBERT JOEL STOCKBRIDGE,196,,,211,Not a,Not 100% compliant
192484,JOY MCNAMARA,NONE,SHAMROCK EXPRESS,,,,MC155026,,,,,P.O. BOX 305 DALTON MN 56324,,,,,,,,,,,Not a,Not 100% compliant
283957,WAGNER TRUCKING INC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire Private Property,MC184548,145183240,,03/02/2020,"75,000 (2019)","4024 122 R AV SW SOUTH HEART, ND 58655-0245",(701) 677-5374,,dixiewagner@live.com,,"BOX 245 SOUTH HEART, ND 58655-0245",GLENN WAGNER JOSHUA WAGNER,2,,,3,Not a,Not 100% compliant
59377,DARIGOLD INC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire Private Property,MC249303,,,06/05/2019,"8,952,369 (2018)","5601 6TH AVE S SEATTLE, WA 98108",(206) 286-7220,,russ.brandt@darigold.com,,"PO BOX 80627 SEATTLE, WA 98108",,197,,,218,Not a,Not 100% compliant
158325,NATIONWIDE TRUCK BROKERS INC,AUTHORIZED FOR PROPERTY,NTB,Carrier Broker,Interstate,Authorized For Hire,MC142245,72567936,,05/11/2020,"15,950,944 (2019)","4203 ROGER B CHAFFEE MEM DR SE STE 2 WYOMING, MI 49548",(616) 878-5554,(517) 267-2964,jennifer.kotrch@ntbtrk.com,,"4203 ROGER B CHAFFEE MEM DR SE WYOMING, MI 49548",HENRY SCHWARZ JENNIFER KOTRCH,197,,,202,,Not 100% compliant
207505,SYSCO ATLANTA LLC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire Private Property,MC1099716,,,03/30/2020,"5,874,822 (2015)","2225 RIVERDALE RD COLLEGE PARK, GA 30349",(404) 559-7596,(855) 495-4159,riddle.thomas@atl.sysco.com,,"P O BOX 490379 COLLEGE PARK, GA 30349",STEVE NEELEY THOMAS RIDDLE,197,,,110,Not a,Not 100% compliant
355850,KEY COOPERATIVE,ACTIVE,,Carrier Shipper Cargo Tank,Intrastate Hazmat,Private Property,,7989262,,10/17/2019,"2,361,267 (2018)","13585 620TH AVE ROLAND, IA 50236",,(515) 388-4657,ryan.janssen@keycoop.com,,"13585 620TH AVE ROLAND, IA 50236",BOYD BRODIE SHAUN LIPPINCOTT,197,,,145,Not a,Not 100% compliant
393179,MISSOURI AMERICAN WATER COMPANY,ACTIVE,MISSOURI AMERICAN WATER,Carrier,Intrastate Non-Hazmat,Private Property,,6968374,,12/06/2019,"576,000 (2019)","727 CRAIG RD ST LOUIS, MO 63141",(314) 996-2374,(314) 432-7824,tim.stone@amwater.com,,"727 CRAIG RD ST LOUIS, MO 63141",TIM STONE MARK IANNARELLA,197,,,250,Not a,Not 100% compliant
433123,BIAGI BROS INC,AUTHORIZED FOR PROPERTY,,Carrier Broker,Interstate,Authorized For Hire,MC247822,,,02/10/2020,"11,754,995 (2019)","787 AIRPARK RD NAPA, CA 94558",(707) 251-9990,(707) 251-0309,bmarriott@biagibros.com,,"787 AIRPARK RD NAPA, CA 94558",GREG BIAGI FRED BIAGI,197,,,208,,Not 100% compliant
493750,SANDAIR INC,AUTHORIZED FOR PROPERTY,CALIFORNIA FREIGHT SALES,Carrier,Interstate,Authorized For Hire,MC301794,,,10/21/2019,"12,171,545 (2018)","251 E FOURTH ST RIPON, CA 95366",(209) 599-5024,(209) 599-5024,phamilton@calfreight.com,,"251 E FOURTH ST RIPON, CA 95366",RON JACKSON,197,,,225,Not a,Not 100% compliant
166289,BERNIE GLENNON,NONE,VELOCITI METAL WORKS,,,,MC452404,,,,,711 RAILROAD AVENUE E. HATTON ND 58240,(701) 430-1174,,,,PO BOX 312 HATTON ND 58240-0312,,,,,,Not a,Not 100% compliant
172508,WESTERN REFINING WHOLESALE LLC,AUTHORIZED FOR PROPERTY,,Carrier Cargo Tank,Interstate,Authorized For Hire Private Property,MC312487,9011545,,12/31/2019,"8,120,000 (2018)","539 S MAIN ST FINDLAY, OH 45840",(714) 450-0311,,eadavis@marathonpetroleum.com,,"19100 RIDGEWOOD PKWY SAN ANTONIO, TX 78295",MIKE JOHNSON,120,,,211,Not a,Not 100% compliant
106734,TEAM INDUSTRIAL SERVICES INC,ACTIVE,TEAM OR TEAMFURMANITE OR TEAMQUALSPEC OR DK AMANS,Carrier Cargo Tank,Interstate,Private Property,,53524203,,04/17/2019,"1,500,000 (2019)","200 HERMANN DR ALVIN, TX 77511",(281) 331-6154,(281) 331-4107,lora.mccurdy@teaminc.com,,"200 HERMANN DR ALVIN, TX 77511",AMERINO GATTI MICHAEL WOOD,198,,,129,Not a,Not 100% compliant
120673,KEEN TRANSPORT INC,AUTHORIZED FOR PROPERTY,,Carrier Broker,Interstate,Authorized For Hire,MC111320,9869801,,04/08/2019,"11,532,453 (2018)","1951 HARRISBURG PIKE CARLISLE, PA 17015-7304",(717) 243-6622,(800) 546-5336,,,"PO BOX 389 NEW KINGSTOWN, PA 17072-0389",RAYMOND FITZGERALD PAUL DAVIES,198,,,155,,Not 100% compliant
161246,DUTCH MAID LOGISTICS INC,AUTHORIZED FOR PROPERTY,DUTCH MAID,Carrier Broker,Interstate,Authorized For Hire,MC145235,93288827,,06/08/2020,"16,908,165 (2019)","3377 US HWY 224 EAST WILLARD, OH 44890-0365",(419) 935-0136,(419) 933-4030,joer@dutchmaid.com,,"3377 US HWY 224 EAST WILLARD, OH 44890-0365",JOSEPH RAGHANTI DEAN WIERS,198,,,189,,Not 100% compliant
225397,BANCROFT AND SONS TRANSPORTATION LLC,AUTHORIZED FOR PROPERTY,,Carrier Broker,Interstate,Authorized For Hire GENERAL FR,MC152234,59753343,,05/10/2019,"36,553,845 (2018)","3390 HIGH PRAIRIE ROAD GRAND PRAIRIE, TX 75050",(800) 688-0504,(972) 790-8847,howard@bancroftandsons.com,,"3390 HIGH PRAIRIE ROAD GRAND PRAIRIE, TX 75050",LENA M BANCROFT,198,,,314,,Not 100% compliant
270798,WOODLAWN MOTOR COACH INC,AUTHORIZED FOR PASSENGER,,Carrier,Interstate,Authorized For Hire Private Property,MC179090,2806115,,08/23/2019,"2,870,290 (2018)","6523 BALTIMORE NATIONAL PIKE BALTIMORE, MD 21228",(410) 744-3300,(410) 719-7650,bbayer@woodlawnmc.com,,"6523 BALTIMORE NATIONAL PIKE BALTIMORE, MD 21228",BARBARA L. BAYER,198,,,205,Not a,Not 100% compliant
358803,AREA STORAGE & TRANSFER INC,AUTHORIZED FOR PROPERTY,AREA,Carrier,Interstate,Authorized For Hire U.S. Mail,MC243482,789897121,,04/27/2020,"9,890,364 (2019)","1450 POTATO VALLEY ROAD HARRISBURG, PA 17112",(717) 599-7655,(717) 599-7657,twhitlock@areatrucking.com,,"PO BOX 60370 HARRISBURG, PA 17106",DAVID F. DEMCHAK II THOMAS WHITLOCK,198,,,330,Not a,Not 100% compliant
704273,ACE DISPOSAL INC,ACTIVE,,Carrier,Interstate,Private Property,,,,04/16/2020,"1,051,000 (2018)","2274 SOUTH TECHNOLOGY DRIVE WEST VALLEY CITY, UT 84119",(801) 363-9995,(801) 972-2149,matt@acedisposal.com,,"PO BOX 2608 SALT LAKE CITY, UT 84110",ROGER TRUNER MATT STALSBERG,198,,,188,Not a,Not 100% compliant
262659,L D I TRANSPORT INC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire,MC162063,135266047,,07/09/2019,"2,256,899 (2016)","5600 N HIGHWAY 169 NEW HOPE, MN 55428",(763) 536-6647,(763) 536-6834,nicthompson@libertydiversifed.com,,"5600 N HIGHWAY 169 NEW HOPE, MN 55428",JACK FITERMAN KEITH WOSMEK,31,,,31,Not a,Not 100% compliant
3245,WEST TREE SERVICE INC,ACTIVE,,Carrier,Interstate,Private Property,,35566082,,05/28/2020,"1,024,000 (2019)","6300 FORBING RD LITTLE ROCK, AR 72209",(501) 978-6509,(501) 562-9378,ceifling@westtree.com,www.westtree.com,"6300 FORBING RD LITTLE ROCK, AR 72209",FORD OVERTON STEPHANIE OVERTON,199,,,187,Not a,Not 100% compliant
104694,BULLDOG HIWAY EXPRESS,AUTHORIZED FOR PROPERTY,,Carrier Broker,Interstate,Authorized For Hire,MC126898,3371101,,02/08/2021,"11,996,275 (2018)","3390 BUFFALO AVE NORTH CHARLESTON, SC 29418",(843) 744-1651,(843) 747-3539,klangley@bulldoghiway.com,www.bulldoghiway.com,"3390 BUFFALO AVE NORTH CHARLESTON, SC 29418",PHIL BYRD ROD D MOSELEY JR,199,,,198,Not a,Not 100% compliant
172234,MODERN DISPOSAL SERVICES INC,ACTIVE,,Carrier,Interstate,Private Property,,51817682,,03/01/2019,"4,180,000 (2018)","4746 MODEL CITY ROAD MODEL CITY, NY 14107",(716) 754-8226,(716) 754-8964,bsutter@modern-corp.com,,"4746 MODEL CITY ROAD MODEL CITY, NY 14107",ROBERT TRUNZO,199,,,218,Not a,Not 100% compliant
212390,GULICK TRUCKING INC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire,MC192093,180458275,,08/20/2019,"24,136,767 (2018)","5419 NE 88TH ST UNIT G VANCOUVER, WA 98665",(360) 699-0999,(888) 768-0123,brian@gulicktrucking.com,,"5419 NE 88TH ST UNIT G VANCOUVER, WA 98665",BILL GULICK JR. BRIAN PATRICK,199,,,205,,Not 100% compliant
387401,TEXAS TRANSEASTERN INC,AUTHORIZED FOR PROPERTY,,Carrier Cargo Tank,Interstate,Authorized For Hire,MC230495,157468059,,01/09/2020,"24,235,508 (2019)","3438 PASADENA BLVD PASADENA, TX 77503",(281) 604-3119,(281) 503-7528,stevedavis@ttedelivers.com,www.ttedelivers.com,"PO BOX 5339 PASADENA, TX 77508-5339",STEVE DAVIS JJ ISBELL,199,,,439,Not a,Not 100% compliant
452325,WOODY BOGLER TRUCKING COMPANY,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire,MC204262,,,09/27/2019,"19,980,310 (2018)","6048 HIGHWAY 50 GERALD, MO 63037",(573) 764-3700,(573) 764-4200,joebrickel@woodybogler.com,,"PO BOX 229 ROSEBUD, MO 63091",TRACY BOGLER,199,,,239,,Not 100% compliant
496472,HURRICANE EXPRESS INC,AUTHORIZED FOR PROPERTY,HURRICANE EXPRESS,Carrier,Interstate,Authorized For Hire,MC256502,,,04/10/2020,"19,940,000 (2019)","5624 HIGHWAY 412 COLCORD, OK 74338",(918) 262-6027,(918) 262-6036,dvanstory@hurricane.express,,"5624 HIGHWAY 412 COLCORD, OK 74338",KAEDON STEINERT,199,,,196,,100% COMPLIANT
552447,S R BRAY LLC,ACTIVE,POWER PLUS,Carrier,Interstate,Private Property,,,,06/12/2020,"3,756,379 (2019)","5500 E LA PALMA AVENUE ANAHEIM, CA 92807",,(714) 844-4699,,,"5500 E LA PALMA AVENUE ANAHEIM, CA 92807",STEVEN R BRAY MICHAEL C LANG,199,,,187,Not a,Not 100% compliant
757733,SEA WORLD PARKS & ENTERTAINMENT INC,ACTIVE,,Carrier,Interstate,Private Passengers (Business),,,,11/20/2019,"111,000 (2018)","9205 S PARK CENTER LOOP #400 ORLANDO, FL 32819-8605",(407) 226-5000,(407) 226-5139,consuelo.johnson@seaworld.com,,"9205 S PARK CENTER LOOP #400 ORLANDO, FL 32819-8605",MARC SWANSON CONSUELO JOHNSON,199,,,232,Not a,Not 100% compliant
944746,MINNESOTA STATE COLLEGES AND UNIVERSITIES,ACTIVE,MINNESOTA STATE,Carrier,Interstate,Private Property Private Passengers (Business) State Government,,,,11/13/2019,"750,000 (2018)","FACILITY OFFICE 30 7TH ST E SUITE 350 SAINT PAUL, MN 55101-1790",(651) 201-1667,(651) 297-5550,kenneth.auer@minnstate.edu,,"30 7TH ST E SUITE 350 ST PAUL, MN 55101-1790",BRIAN YOLITZ KEN AUER,199,,,216,Not a,Not 100% compliant
318467,"LOMART, INC.",NONE,,,,,MC209939,,,,,3017 MCRAE BOULEVARD EL PASO TX 79925,(915) 592-5268,,,,,,,,,,Not a,Not 100% compliant
353108,"LUCADIA, INC.",NONE,GENERAL MARBLE COMPANY,,,,MC253335,,,,,1 VANITY LANE HORNELL NY 14843,(607) 324-7935,,,,,,,,,,Not a,Not 100% compliant
366789,DALE SMOTHERS FARMS,ACTIVE,,Carrier,Intrastate Non-Hazmat,Private Property,,,,12/05/2014,"7,500 (2013)","2439 SYMSONIA HWY BENTON, KY 42025",(502) 527-8449,,,,"2439 SYMSONIA HWY BENTON, KY 42025",DALE SMOTHERS,4,,,1,Not a,Not 100% compliant
381568,M R S INDUSTRIES INC,NONE,ARCO MACHINERY MOVERS,,,,MC769721,,,,,4999 TORQUE ROAD LOVES PARK IL 61111,(815) 633-1285,(815) 633-6774,,,,,,,,,Not a,Not 100% compliant
387004,DEBBIE ANDREWS & RALPH ANDREWS,ACTIVE,,Carrier,Intrastate Non-Hazmat,Private Property,,,,04/22/2020,"2,300 (2019)","185 RIVERHILL DR BLOOMSBURG, PA 17815",(717) 784-3343,,dandr38023@aol.com,,"185 RIVERHILL DR BLOOMSBURG, PA 17815-8220",RALPH ANDREWS DEBRA ANDREWS,1,,,1,Not a,Not 100% compliant
108332,GREGORY POOLE EQUIPMENT COMPANY,ACTIVE,GPEC,Carrier,Interstate,Private Property,,6997241,,02/11/2019,"13,100,000 (2018)","4807 BERYL RD RALEIGH, NC 27606-1406",(919) 890-4292,(919) 829-4057,claude.williams@gregpoole.com,www.gregorypoole.com,"P O BOX 469 RALEIGH, NC 27602-0469",TRACEY HAESEKER CLAUDE WILLIAMS,200,,,185,Not a,Not 100% compliant
